phi,psi,theta,"dcm(1,1)","dcm(1,2)","dcm(1,3)","dcm(2,1)","dcm(2,2)","dcm(2,3)","dcm(3,1)","dcm(3,2)","dcm(3,3)"
0.666,0.889,0.98,0.3510293611207227,-0.3858039200532167,0.8531903204460002,0.523370127598428,0.8363937765449692,0.16287774585390563,-0.7764419470693108,0.38935945580968695,0.4955170198921548
0.743,0.163,0.712,0.7470218205512108,-0.39804290563029515,0.5324661913189858,0.6446889727215608,0.6292545453548055,-0.43406778917760747,-0.16227916709046,0.6675331920044943,0.7266807479909714
0.813,0.7,0.922,0.4621388684396937,-0.2649308410390233,0.846309231749031,0.6094351792663434,0.7881506471029267,-0.08606578730156256,-0.644217687237691,0.5555449639206476,0.5256932228139591
0.094,0.46,0.414,0.8203531337933716,-0.36234927362707336,0.44240675828622555,0.36045917133168615,0.9282399267185387,0.09186851608922429,-0.4439481069655198,0.08410494841264851,0.892096651699936
0.916,0.225,0.792,0.6847179983332898,-0.30915791470573395,0.659986853303348,0.693819006611084,0.5537283096297172,-0.46043473498404164,-0.22310636213174545,0.7731793730366959,0.5936473770572227
0.142,0.062,0.975,0.5600898340064738,-0.8144502276806302,0.15155924410464122,0.8261115546729583,0.5627778282656554,-0.02864987344510387,-0.061960286300408236,0.14125134563451824,0.988032884208825
0.802,0.083,0.087,0.9927883834601138,-0.001050014167001366,0.11987544843254336,0.08659116920016895,0.6978185978318425,-0.7110212190480316,-0.08290473498662174,0.7162737619027032,0.6928771196442755
0.267,0.185,0.108,0.9772093362252791,-0.05572132351127195,0.20483419465582803,0.10595086595760646,0.9641781650959509,-0.2431766435228485,-0.18394653352804122,0.259336846703968,0.9481076271946449
0.738,0.076,0.622,0.810368768664481,-0.38954530649472524,0.437672152371091,0.5809798369458595,0.6310239836930539,-0.5140731086786303,-0.0759268584598059,0.6708674878037234,0.737680097313426
0.828,0.498,0.551,0.7485170254632533,-0.054326362329315814,0.660886456925626,0.45995020578443657,0.7604544656406843,-0.4584264541733992,-0.4776694157997745,0.647114867734628,0.5942005361545014
0.872,0.317,0.364,0.8879196201752262,-0.0060037375646790625,0.4599594582603302,0.3382764901444564,0.6861131465538843,-0.6440634800557128,-0.3117174430849668,0.727470071728853,0.6112442477564823
0.309,0.423,0.095,0.9077498703610565,0.03390747838556944,0.4181392779553451,0.08649660499908432,0.9601840927486724,-0.26564044375064827,-0.41049788085094613,0.27730270633721027,0.8686741039509244
0.939,0.405,0.744,0.6762438408080997,-0.16602825244449626,0.7177247990416216,0.6224495836973327,0.6498740571285231,-0.4361424373141533,-0.39401876037078043,0.741686139321438,0.5428175450502073
0.628,0.386,0.32,0.8793929638669997,-0.04458174574351054,0.47400472892965406,0.2914215112542619,0.8377060520661828,-0.4618680256414944,-0.3764857472461553,0.5442986664306196,0.7496648876947307
0.991,0.97,0.867,0.36581472692002404,0.02888240916783813,0.9302394272492915,0.4309792866235508,0.8806345322634999,-0.1968239697966237,-0.8248857133384501,0.47291503150746705,0.30970136083719085
0.068,0.516,0.37,0.8109380943497007,-0.32952278926206713,0.48352263492976566,0.3145330131816441,0.9422960391674415,0.11466105785412672,-0.49340489534595394,0.05910081155364096,0.8677895501343337
0.924,0.028,0.879,0.6376715154574123,-0.4498362266873452,0.6253178452066905,0.769799482487592,0.4016378256052716,-0.4960804509400719,-0.02799634147675039,0.7977057265701186,0.6023966954268228
0.586,0.683,0.751,0.5670294831342535,-0.31337856257918356,0.7617554999947859,0.5293027856096099,0.8472140773764218,-0.04546282262602963,-0.6311229091091598,0.4289780689161431,0.6462675065223131
0.046,0.808,0.831,0.4657923518975234,-0.7154149033015371,0.520786905603267,0.5103365015867279,0.6979771039616356,0.502378958052134,-0.7229067298497043,0.031772291062818085,0.6902147357588262
0.502,0.503,0.842,0.5834851135821788,-0.49946341643100645,0.640375997266496,0.6535801516630719,0.7568393290837181,-0.005216828939468066,-0.4820561249274487,0.42158098344111156,0.7680438573550064
0.31,0.646,0.97,0.4513906405990723,-0.6817522310116493,0.5757259635366447,0.6586697317802039,0.6898394090069935,0.30045927214428947,-0.6019972375486065,0.24358876265443946,0.7604366118831508
0.141,0.896,0.931,0.3729887932600075,-0.7287419096093948,0.5742948626631584,0.5011759141687084,0.6791369538423245,0.5362794989396181,-0.7808342097779802,0.08779650963803164,0.6185383656134648
0.748,0.206,0.129,0.9707236370266199,0.04366947041941971,0.23619610045701123,0.12592261807694288,0.7448574291607156,-0.655233473260286,-0.20454611894254918,0.6657930516139208,0.7175517386559408
0.458,0.396,0.941,0.5433997592232674,-0.6244063792185998,0.5611001472707108,0.745605997064323,0.6661109743177771,0.01917986014387446,-0.385730992814697,0.40793730337459944,0.827525684010864
0.476,0.137,0.877,0.6334688534391196,-0.6433395358471966,0.4299202871910568,0.7616202094063785,0.6164885791577079,-0.1996909822498118,-0.13657184316802362,0.45393399672642293,0.8805067054086894
0.105,0.536,0.906,0.5303839390612052,-0.7496882684778325,0.39580345790888327,0.6766663222420956,0.6556278648509186,0.3350743069445672,-0.510701052994094,0.0901088393984452,0.8550232929768573
0.677,0.684,0.511,0.6760430932610568,-0.035903610302525424,0.7359868659298658,0.3790386583335276,0.8734786999146409,-0.30555630624182495,-0.6318982762618849,0.4855367046503003,0.6041180984663392
0.744,0.803,0.087,0.6919246364656164,0.42145931253795854,0.5861845659235289,0.060349782761500964,0.7753185717168152,-0.6286803767190744,-0.7194429797923976,0.4703755523260421,0.511027042925721
0.869,0.668,0.161,0.7749092318619005,0.3634295529713405,0.5171408342050074,0.12584965300268028,0.7130720817679852,-0.6897028860619455,-0.6194171027783333,0.5995391281894149,0.5068286560126333
0.818,0.232,0.76,0.7054165616346465,-0.349379996955988,0.6167017855484017,0.6704642013432893,0.611154460554188,-0.4206756233273147,-0.22992439907208248,0.7102280218857556,0.6653652588162298
0.618,0.925,0.615,0.4915625144840898,-0.092301446327135,0.8659369130369707,0.3472335970810178,0.9326757563744795,-0.09769730052294162,-0.7986207631988143,0.3487067198624248,0.4905186032257411
0.505,0.12,0.445,0.8961196634190844,-0.32444865460751066,0.30282440350315726,0.42736230093409217,0.8148729263846813,-0.3915910846604966,-0.11971220728891936,0.4803282048439817,0.8688807760892013
0.288,0.216,0.155,0.9650526704545976,-0.08787594741921576,0.24688288947115225,0.15079270073823345,0.9567171395924041,-0.24890535593714733,-0.2143242978584545,0.27743491610700993,0.9365334818746082
0.516,0.532,0.371,0.8031623327029788,-0.0820882169224196,0.590077784677247,0.31244142884630755,0.9013628517220972,-0.2998755793256369,-0.5072579431291219,0.4252135159868585,0.7495884503876151
0.1,0.487,0.951,0.5133379523439688,-0.7827921324971124,0.3517394262574562,0.7193621369248444,0.6159971578657887,0.3210383426636013,-0.46797677575091534,0.0882268598664479,0.8793257408696072
0.071,0.211,0.863,0.6357417148784774,-0.7482223701984424,0.1897254771979707,0.7429456701870412,0.6598117138599642,0.11260654245426904,-0.20943782636787733,0.06936704540198944,0.9753584007422591
0.026,0.517,0.973,0.4892647826311615,-0.8190664385317896,0.29958328015383695,0.7185490534981632,0.5732533785851064,0.3937865178718725,-0.494274448250945,0.022599407328750903,0.8690121038251499
0.66,0.831,0.531,0.5813095043193909,-0.009554292526815,0.8136264349701625,0.3413804585491108,0.9105334223139959,-0.23321292710731378,-0.7386058777918999,0.4133250565154192,0.532563381155504
0.259,0.098,0.573,0.8362465048548391,-0.5030160331413075,0.21832694181169762,0.5395539726288956,0.8258380147889892,-0.16393011910493446,-0.09784320997617732,0.25488515792835814,0.9620084524209719
0.665,0.432,0.418,0.8299425737428191,-0.08332436356305048,0.5515907674408245,0.3686404312345721,0.8240403402120731,-0.43018804046876935,-0.41868789897527947,0.5603700278744246,0.7146228901397456
0.136,0.336,0.65,0.7515676430004248,-0.5640109907677069,0.3421077027604258,0.5713450284554511,0.8157865570819023,0.089761638486026,-0.3297134156415628,0.12799959209968573,0.9353636554668393
0.254,0.443,0.937,0.5350420663609097,-0.7161444503335965,0.4481820093228184,0.728002487782165,0.6599986806025799,0.18551042931822576,-0.4286517992581236,0.22702173433229825,0.8744819993193277
0.345,0.764,0.786,0.5102764187818009,-0.5004992901153891,0.6993700286895428,0.5108909947828184,0.8305812746488221,0.22164191312240603,-0.6918152700577247,0.2442032079984404,0.6795266185501698
0.122,0.811,0.138,0.6822256987554536,-0.049150842634282266,0.7294876905239547,0.09474938050848904,0.9952678277632115,-0.021552399234323297,-0.7249763105446209,0.0838221073932058,0.6836543011356481
0.745,0.758,0.011,0.7261684676336604,0.4579715474037187,0.5127781375831315,0.007988175336307855,0.7401702676597024,-0.6723720427913114,-0.6874703962130864,0.4923515376651199,0.5338299520347412
0.555,0.267,0.063,0.9626532028217086,0.08524402974514331,0.25696744247066633,0.060727515547502255,0.8569673516395735,-0.5117803504231904,-0.2638389280461357,0.5082719878339399,0.8197857076277929
0.229,0.315,0.926,0.5714625394278554,-0.7360870748487798,0.3627759422442915,0.7598975721679486,0.6415538614573036,0.10471066164665396,-0.30981647122760286,0.21583433714260924,0.9259747799299322
0.793,0.982,0.482,0.49208799715049534,0.19970764349267728,0.8473288972949146,0.257438575905503,0.8964149377926975,-0.36078475430353296,-0.831609753848619,0.3956729917908421,0.38970258001599567
0.496,0.396,0.612,0.7551579392696788,-0.3550185497074604,0.551088301564807,0.5300453640398719,0.8253299428550316,-0.19463400907022943,-0.385730992814697,0.43908121662230326,0.8114303952845655
0.18,0.518,0.911,0.5325429871557011,-0.7230160341440638,0.44005202101782553,0.6864625804982701,0.6730930254326087,0.27516341451877935,-0.495143506881529,0.15554289917758238,0.8547744229377092
0.813,0.954,0.328,0.5475881113033855,0.33950280761642626,0.764777813472485,0.1863397154594627,0.8415580954219917,-0.5070083652881836,-0.8157357236272527,0.42014023331534633,0.39756435145526914
0.222,0.328,0.939,0.5591097892940374,-0.7452724085801969,0.36327025824398157,0.7639472689482828,0.6333408497371613,0.12354731207383868,-0.3221502968833604,0.2084428100541785,0.9234558902052011
0.172,0.801,0.603,0.5732429754309246,-0.45752521610504693,0.6797522841058574,0.3947064557760733,0.8811815523173813,0.2602419751389481,-0.7180524388147366,0.11912073070444207,0.6857192914222617
0.401,0.199,0.715,0.7401912926883812,-0.5453406198242577,0.3933452155524425,0.6426786477328736,0.745783800027487,-0.17541573294549784,-0.19768916504590728,0.3826357693502474,0.90250144711086
0.71,0.762,0.614,0.5913173471409212,-0.06911106277253837,0.8034721251995451,0.4168134107461547,0.8791143696558533,-0.23113741732300513,-0.6903697383231544,0.47157352138032727,0.5486419946928757
0.863,0.718,0.554,0.6404760971834474,0.08304466924484544,0.7634749189375336,0.3962128380305242,0.8158845759358507,-0.4211267573187135,-0.6578797427466945,0.572220186344375,0.4896512048627593
0.153,0.511,0.082,0.8693250126148979,-0.006668726217048837,0.49419586252087294,0.07144485459624059,0.9911023111187237,-0.1123024561033576,-0.48904974715649274,0.13293508560860284,0.8620664752908582
0.38,0.719,0.374,0.7004494307728474,-0.11186739690993033,0.7048803305800142,0.274906850701508,0.9537223507992163,-0.12181913241931847,-0.6586325366753246,0.2791045737615433,0.6987873915133375
0.111,0.007,0.858,0.6539358256500455,-0.7513732417366378,0.08835263172973123,0.7565176380836878,0.6505139292409462,-0.06717656683534673,-0.006999942833473391,0.11076948797246208,0.9938214735729184
0.408,0.764,0.883,0.45839895473669817,-0.534966059826867,0.7097053706501167,0.5579086219187334,0.7948136353431525,0.2387661086949781,-0.6918152700577247,0.2865006106554036,0.6628039168630784
0.389,0.97,0.534,0.48659742249879384,-0.2016605083475494,0.8500329333564307,0.2877264470771618,0.9557022575341235,0.06202166231675044,-0.8248857133384501,0.21439737479080237,0.5230653167749977
0.138,0.527,0.302,0.82520373047524,-0.22854776112068967,0.5165314357291991,0.25707488218248525,0.9662449007824215,0.016831418919087376,-0.5029426489776035,0.11889790830241137,0.8561027854415044
0.105,0.932,0.92,0.36120787804777116,-0.7402457844341166,0.5670670572901813,0.4743611941486329,0.669426087891458,0.5717081163812708,-0.8028140048118926,0.06248913087775461,0.5929458509847534
0.729,0.796,0.361,0.6544790899398892,0.18186933567396413,0.7338805526602851,0.2470952825015159,0.8658907419810414,-0.4349449899895592,-0.714563532652591,0.4660008237042426,0.5217683299224061
0.578,0.85,0.904,0.4081808956424811,-0.40429911525684437,0.8184928721956196,0.5186194262508296,0.840549246963946,0.15655942687555952,-0.7512804051402927,0.36058173668514637,0.5527735196455792
0.432,0.271,0.223,0.9396457612954993,-0.09153335164850927,0.32967785611926037,0.21308493753436014,0.9104307603755195,-0.35455696292419786,-0.26769507405886134,0.40340733272716245,0.8749867834582287
0.078,0.987,0.689,0.425457950165609,-0.583648396874014,0.6916213425475473,0.35043112589642134,0.8108698262679659,0.46870902578372176,-0.8343761493737969,0.04294966442886962,0.5495195789793144
0.103,0.343,0.624,0.7642751214614952,-0.5531268108854291,0.3315633722152246,0.5502513354851628,0.8274508503894286,0.11202034630640302,-0.33631385120421625,0.09682882457990653,0.9367588655671544
0.219,0.056,0.397,0.9207794314066294,-0.3662041542146239,0.1343865920932452,0.38604729696426376,0.9048995774658617,-0.17923236094157372,-0.05597073525575547,0.21691305202328645,0.9745850422907553
0.141,0.495,0.41,0.8070376272178461,-0.3334285925194802,0.48735576527324204,0.350763736075129,0.9346295378899249,0.058586929927098685,-0.4750316512709508,0.12366487211065204,0.8712358634128016
0.247,0.539,0.551,0.7312066838696483,-0.40072873530813324,0.5520446233437077,0.44931331322578044,0.891844715458589,0.05225466550136931,-0.5132780260467263,0.20983203808506543,0.8321755726832191
0.353,0.685,0.208,0.7577271246148434,0.020239370946717572,0.6522575967258663,0.15992018359703095,0.9632819905280664,-0.21566951941008733,-0.6326730115163863,0.26772779943062935,0.7266682089584071
0.683,0.494,0.535,0.757417752070152,-0.13804141850806007,0.6381715409083049,0.44888612795603705,0.8198644459836584,-0.3554202221885316,-0.47415144519197017,0.5556679377003783,0.6829447635308251
0.656,0.145,0.33,0.9361144861266998,-0.17340615960197883,0.3059738104410862,0.32064249035349834,0.7782392832336099,-0.5399370439337755,-0.1444924297105264,0.6035510929856147,0.7841224495652566
0.388,0.342,0.638,0.7567667354422664,-0.4493940331707583,0.47470950177827087,0.5610969386142771,0.8191489519425982,-0.11901772980959233,-0.3353719332409032,0.3564267070266514,0.8720582944461894
0.574,0.539,0.68,0.667330315853142,-0.31130455873019314,0.676579427160733,0.5396442508921242,0.8282049602825278,-0.15119730897901162,-0.5132780260467263,0.4660107460962852,0.7206799931317365
0.866,0.808,0.699,0.5289092199958321,0.004650638249010852,0.8486656635962584,0.4445907072144078,0.8502717777491364,-0.2817392536050242,-0.7229067298497043,0.5263233564332864,0.44764895220563905
0.491,0.544,0.136,0.8477444627254942,0.12221775789632608,0.5161319071449255,0.11600936683762077,0.9068054339619255,-0.4052724167064154,-0.517562704147234,0.4034435829108192,0.7545608807007448
0.262,0.839,0.019,0.668086527346249,0.17431385306246844,0.7233775449991144,0.012695171708674438,0.9693606128632049,-0.24531374776958412,-0.7439752849347329,0.1730742120016382,0.6454038212981815
0.377,0.093,0.481,0.8827016519438604,-0.399866486532087,0.24686957407518675,0.46066658223189816,0.8400915302246859,-0.2864131995204261,-0.0928659984620937,0.36654196730146726,0.9257553092131897
0.033,0.786,0.37,0.6588581052117408,-0.33965399711853034,0.6712236284862149,0.25554678777000783,0.9402614078160577,0.22495404915714667,-0.707532215844074,0.023316243547594886,0.7062963374742954
